Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,0.314732,0.334821,0.312500,0.332589,0.268548,183198400
1990-01-03,0.339286,0.339286,0.334821,0.334821,0.270351,207995200
1990-01-04,0.341518,0.345982,0.332589,0.335938,0.271252,221513600
1990-01-05,0.337054,0.341518,0.330357,0.337054,0.272153,123312000
1990-01-08,0.334821,0.339286,0.330357,0.339286,0.273955,101572800
1990-01-09,0.339286,0.339286,0.330357,0.335938,0.271252,86139200
1990-01-10,0.335938,0.335938,0.319196,0.321429,0.259537,199718400
1990-01-11,0.323661,0.323661,0.308036,0.308036,0.248723,211052800
1990-01-12,0.305804,0.310268,0.301339,0.308036,0.248723,171897600
1990-01-15,0.308036,0.319196,0.305804,0.305804,0.246920,161739200
1990-01-16,0.299107,0.312500,0.292411,0.311384,0.251426,214244800
1990-01-17,0.310268,0.310268,0.294643,0.296875,0.239711,197299200
1990-01-18,0.294643,0.299107,0.287946,0.289063,0.233403,273291200
1990-01-19,0.301339,0.308036,0.299107,0.305804,0.246920,265137600
1990-01-22,0.303571,0.308036,0.296875,0.296875,0.239711,145611200
1990-01-23,0.301339,0.305804,0.294643,0.301339,0.243316,140873600
1990-01-24,0.290179,0.305804,0.287946,0.303571,0.245118,169792000
1990-01-25,0.305804,0.310268,0.303571,0.304688,0.246019,111540800
1990-01-26,0.303571,0.303571,0.287946,0.292411,0.236106,181249600
1990-01-29,0.294643,0.299107,0.286830,0.296875,0.239711,119929600
1990-01-30,0.296875,0.308036,0.294643,0.303571,0.245118,116446400
1990-01-31,0.308036,0.310268,0.294643,0.303571,0.245118,143942400
1990-02-01,0.308036,0.309152,0.299107,0.300223,0.242414,117073600
1990-02-02,0.296875,0.310268,0.296875,0.305804,0.246920,118473600
1990-02-05,0.305804,0.314732,0.303571,0.312500,0.252327,101752000
1990-02-06,0.310268,0.312500,0.303571,0.310268,0.250525,73920000
1990-02-07,0.294643,0.303571,0.290179,0.296875,0.239711,312446400
1990-02-08,0.296875,0.299107,0.287946,0.294643,0.237909,186636800
1990-02-09,0.299107,0.308036,0.296875,0.305804,0.246920,168078400
1990-02-12,0.305804,0.308036,0.301339,0.303571,0.245118,74916800
1990-02-13,0.303571,0.312500,0.301339,0.308036,0.248723,102166400
1990-02-14,0.308036,0.310268,0.301339,0.305804,0.246920,96062400
1990-02-15,0.301339,0.305804,0.299107,0.305804,0.246920,97966400
1990-02-16,0.305804,0.308036,0.301339,0.301339,0.244098,127209600
1990-02-20,0.299107,0.301339,0.294643,0.299107,0.242290,123244800
1990-02-21,0.292411,0.305804,0.290179,0.303571,0.245906,175907200
1990-02-22,0.303571,0.308036,0.294643,0.294643,0.238673,195182400
1990-02-23,0.292411,0.299107,0.292411,0.296875,0.240481,149956800
1990-02-26,0.294643,0.305804,0.294643,0.303571,0.245906,79609600
1990-02-27,0.303571,0.305804,0.299107,0.299107,0.242290,73953600
1990-02-28,0.299107,0.303571,0.296875,0.303571,0.245906,109334400
1990-03-01,0.299107,0.310268,0.296875,0.305804,0.247714,203896000
1990-03-02,0.299107,0.310268,0.296875,0.301339,0.244098,104899200
1990-03-05,0.299107,0.310268,0.299107,0.308036,0.249522,182470400
1990-03-06,0.312500,0.314732,0.308036,0.314732,0.254947,156016000
1990-03-07,0.312500,0.321429,0.312500,0.315848,0.255851,204220800
